e 560, 504, 449, 395
e 549, 454, 359, 264
e 802, 717, 632, 547
e 251, 206, 162, 119
e 881, 945, 1010, 1076
e 644, 734, 825, 917
e 13, 72, 367, 1842
e 554, 627, 701, 776
e 35, 40, 45, 50
e 20, 45, 81, 130
e 38, 44, 50, 56
e 707, 773, 840, 908
e 12, 60, 360, 2520
e 382, 336, 291, 247
e 35, 41, 47, 53
e 585, 505, 426, 348
e 648, 556, 465, 375
e 216, 343, 512, 729
e 897, 797, 698, 600
e 18, 144, 1152, 9216
e 3, 9, 36, 180
e 804, 757, 710, 663
e 1012, 963, 914, 865
e 18, 30, 54, 102
e 12, 42, 162, 642
e 1155, 1073, 991, 909
e 1209, 1156, 1103, 1050
e 81, 100, 121, 144
e 11250, 2250, 450, 90
e 466, 422, 378, 334
e 8, 37, 154, 623
e 33614, 4802, 686, 98
e 876, 804, 732, 660
e 1064, 994, 925, 857
e 277, 327, 378, 430
e 1109, 1044, 980, 917
e 758, 670, 583, 497
e 4200, 600, 100, 20
e 16807, 2401, 343, 49
e 20, 80, 400, 2400
e 8750, 1750, 350, 70
e 780, 746, 712, 678
e 25, 29, 33, 37
e 531, 441, 352, 264
e 432, 216, 108, 54
e 483, 515, 548, 582
e 776, 875, 975, 1076
e 5, -2, -10, -19
e 666, 592, 518, 444
e 17, 17, 34, 102
e 539, 517, 495, 473
e 7, 38, 193, 968
e 18, 108, 648, 3888
e 6, 10, 19, 35
e 48020, 6860, 980, 140
e 2025, 675, 225, 75
e 43, 53, 63, 73
e 17, 26, 42, 67
e 817, 839, 862, 886
e 42, 48, 54, 60
e 693, 607, 521, 435
e 11, 19, 27, 35
e 9, 29, 89, 269
e 11, 18, 31, 56
e 248, 302, 357, 413
e 972, 324, 108, 36
e 754, 723, 692, 661
e 921, 854, 788, 723
e 11, 3, -6, -16
e 650, 551, 452, 353
e 198, 281, 365, 450
e 7203, 1029, 147, 21
e 474, 448, 423, 399
e 918, 855, 793, 732
e 897, 845, 794, 744
e 59, 130, 202, 275
e 86, 145, 205, 266
e 14, 17, 20, 23
e 1072, 994, 916, 838
e 410, 487, 565, 644
e 733, 753, 774, 796
e 16, 25, 36, 49
e 815, 787, 760, 734
e 107, 153, 200, 248
e 118784, 14848, 1856, 232
e 14, 42, 126, 378
e 1001, 920, 840, 761
e 1920, 384, 96, 32
e 17, 68, 272, 1088
e 302, 272, 242, 212
e 1782, 594, 198, 66
e 21, 31, 41, 51
e 13, 39, 117, 351
e 658, 717, 777, 838
e 10, 60, 360, 2160
e 40320, 5040, 720, 120
e 10, 54, 274, 1374
e 31, 36, 41, 46
e 16, 112, 896, 8064
e 36, 49, 64, 81
e 1032, 999, 967, 936
e 100, 121, 144, 169
e 1206, 1133, 1060, 987
e 19, 20, 24, 33
e 22680, 3240, 540, 108
e 43, 48, 53, 58
e 1110, 1014, 918, 822
e 818, 783, 748, 713
e 46, 48, 50, 52
e 15552, 2592, 432, 72
e 913, 829, 746, 664
e 19, 19, 38, 114
e 15960, 2280, 380, 76
e 29, 35, 41, 47
e 909, 817, 725, 633
e 6, 12, 24, 48
e 2430, 810, 270, 90
e 10, 36, 115, 353
e 173, 153, 133, 113
e 593, 528, 463, 398
e 5632, 1408, 352, 88
e 18, 54, 162, 486
e 14375, 2875, 575, 115
e 48720, 6090, 870, 145
e 20, 11, 2, -7
e 22, 66, 198, 594
e 2500, 500, 100, 20
e 186, 219, 253, 288
e 25, 175, 1225, 8575
e 2, 6, 18, 54
e 707, 641, 575, 509
e 856, 799, 742, 685
e 6144, 1536, 384, 96
e 14, 28, 56, 112
e 169, 196, 225, 256
e 1105, 1035, 966, 898
e 112, 56, 28, 14
e 796, 695, 595, 496
e 13, 22, 31, 40
e 320, 160, 80, 40
e 897, 866, 836, 807
e 12005, 1715, 245, 35
e 483, 507, 532, 558
e 401, 360, 319, 278
e 946, 904, 863, 823
e 25, 36, 49, 64
e 408, 341, 274, 207
e 13, 56, 229, 922
e 18, 63, 199, 608
e 47, 57, 67, 77
e 1140, 1058, 977, 897
e 1180, 1132, 1085, 1039
e 25, 28, 31, 34
e 9, 48, 244, 1225
e 20, 73, 284, 1127
e 26411, 3773, 539, 77
e 21840, 2730, 390, 65
e 21, 63, 189, 567
e 41, 45, 49, 53
m 16, 25, 41, 66
m 343, 512, 729, 1000
m 64, 81, 100, 121
m 13, 65, 325, 1625
m 196, 225, 256, 289
m 14, 14, 28, 84
m 18, 21, 24, 27
m 2640, 528, 132, 44
m 39, 42, 45, 48
m 23, 69, 207, 621
m 16, 88, 448, 2248
m 3600, 720, 180, 60
m 38, 44, 50, 56
m 62426, 8918, 1274, 182
m 6, 30, 157, 950
m 20, 54, 155, 457
m 10080, 1680, 336, 84
m 10, 56, 286, 1436
m 12, 37, 149, 746
m 1, 5, 19, 81
m 720, 120, 24, 6
m 30, 38, 65, 129
m 749, 704, 659, 614
m 19, 52, 151, 448
m 19, 19, 38, 114
m 19, 35, 60, 96
m 14, 23, 39, 64
m 22, 30, 57, 121
m 6, 16, 45, 131
m 10, 13, 29, 90
m 64, 125, 216, 343
m 4, 16, 57, 238
m 13, 49, 242, 1449
m 19, 96, 481, 2406
m 11, 2, -7, -16
m 10, 33, 125, 493
m 24, 25, 29, 38
m 5, 25, 150, 1050
m 30, 39, 55, 80
m 2, 10, 53, 322
m 17, 33, 64, 125
m 17, 68, 340, 2040
m 8, 6, 14, 18
m 5, 14, 30, 55
m 12, 28, 60, 124
m 16, 40, 111, 323
m 25, 41, 66, 102
m 15, 22, 35, 60
m 8, 1, -6, -13
m 125, 216, 343, 512
m 25, 36, 49, 64
m 17, 17, 34, 102
m 9, 13, 22, 38
m 6, 14, 51, 249
m 10, 15, 24, 41
m 15, 76, 381, 1906
m 20, 107, 543, 2724
m 11, 30, 86, 253
m 19, 28, 44, 69
m 19, 9, 23, 27
m 2160, 360, 72, 18
m 65, 131, 198, 266
m 9, 17, 32, 61
m 10, 52, 262, 1312
m 2, 16, 144, 1440
m 249, 306, 364, 423
m 15, 40, 76, 125
m 15625, 3125, 625, 125
m 234, 258, 283, 309
m 21, 22, 26, 35
m 31104, 5184, 864, 144
m 26, 27, 31, 40
m 5, 20, 85, 430
m 18, 46, 129, 377
m 26, 90, 215, 431
m 6, 13, 34, 97
m 27, 64, 125, 216
m 4864, 1216, 304, 76
m 5, 18, 58, 179
m 35280, 4410, 630, 105
m 8, 4, 12, 8
m 20, 48, 104, 216
m 3, 7, 23, 95
m 7, 24, 76, 233
m 11, 52, 268, 1616
m 169, 196, 225, 256
m 14, 53, 208, 827
m 19, 20, 24, 33
m 10, 135, 351, 694
m 12, 45, 222, 1329
m 20, 40, 80, 160
m 13, 104, 936, 9360
m 15, 51, 246, 1467
m 1920, 384, 96, 32
m 232, 305, 379, 454
m 11, 34, 103, 310
m 5, 9, 17, 33
m 20, 22, 46, 140
m 24, 33, 42, 51
m 914, 871, 828, 785
m 10, 30, 120, 600
m 15120, 1890, 270, 45
m 214, 255, 297, 340
m 464, 232, 116, 58
m 8, -1, -11, -22
m 6, 21, 52, 115
m 16, 70, 356, 2142
m 18, 72, 288, 1152
m 846, 765, 684, 603
m 18, 26, 68, 262
m 18, 13, 7, 0
m 9, 25, 98, 488
m 12, 3, -7, -18
m 5, 10, 25, 70
m 27, 31, 40, 56
m 600, 120, 30, 10
m 5, 6, 10, 19
m 9, 8, 6, 3
m 15, 43, 127, 379
m 11, 55, 330, 2310
m 6, 13, 47, 230
m 10, 18, 51, 200
m 50400, 6300, 900, 150
m 216, 343, 512, 729
m 19, 16, 12, 7
m 880, 802, 725, 649
m 20, 73, 358, 2141
m 7, 22, 67, 202
m 2400, 480, 120, 40
m 16, 56, 215, 850
m 13, 51, 202, 805
m 12600, 1800, 300, 60
m 17, 35, 71, 143
m 17, 18, 26, 53
m 3, 6, 12, 24
m 12, 68, 349, 1755
m 7560, 1260, 252, 63
m 20, 75, 294, 1169
m 8, 32, 128, 512
m 15, 24, 57, 180
m 29, 33, 42, 58
m 3600, 600, 120, 30
m 14, 51, 162, 495
m 9, 16, 25, 36
m 20736, 3456, 576, 96
m 7, 30, 100, 311
m 615, 710, 806, 903
m 13, 39, 156, 780
m 952, 869, 787, 706
m 12, 10, 18, 52
m 18, 126, 1008, 9072
m 12, 7, 1, -6
m 6, 10, 22, 58
m 11, 49, 201, 809
m 7, 42, 218, 1099
m 3, 18, 108, 648
m 21, 168, 1344, 10752
m 3, 19, 103, 627
m 9, 41, 169, 681
m 5376, 1344, 336, 84
m 1560, 312, 78, 26
m 17, 44, 169, 838
m 289, 324, 361, 400
m 17, 119, 952, 8568
m 20, 76, 299, 1190
m 14, 9, 3, -4
m 18, 11, 3, -6
m 15, 14, 12, 9
m 11, 36, 111, 336
m 10, 33, 124, 487
m 5, 30, 210, 1680
m 360, 72, 18, 6
m 7, 42, 294, 2352
m 631, 548, 466, 385
m 693, 621, 550, 480
m 10, 13, 18, 27
m 22, 110, 550, 2750
m 30, 46, 71, 107
m 5, 10, 7, 20
m 400, 441, 484, 529
m 11, 18, 31, 56
m 25, 26, 30, 39
m 100, 121, 144, 169
m 14, 49, 238, 1421
m 15, 24, 42, 78
m 2, 14, 50, 158
m 832, 801, 770, 739
m 11, 44, 220, 1320
m 6, 4, 1, -3
m 8, 10, 11, 30
m 14, 30, 55, 91
m 9, 24, 69, 204
m 19, 14, 23, 64
m 9, 29, 118, 592
m 20, 58, 229, 1141
m 12, 68, 348, 1748
m 2, 10, 35, 111
m 4, 12, 48, 240
m 9, 33, 106, 326
m 20, 103, 519, 2600
m 6, 7, 8, 21
m 47040, 5880, 840, 140
m 17, 49, 193, 961
m 15, 50, 156, 475
m 16, 42, 120, 354
m 7, 18, 40, 84
m 1053, 1010, 968, 927
m 13, 12, 10, 7
m 20, 87, 355, 1427
m 7, 49, 392, 3528
m 13, 18, 28, 48
m 11, 11, 22, 66
m 9, 7, 14, 14
m 4, 18, 74, 298
m 15, 41, 159, 789
m 27, 36, 52, 77
m 3, 12, 60, 360
m 8, 56, 392, 2744
m 14, 18, 27, 43
m 17, 26, 42, 67
m 768, 718, 669, 621
m 150, 241, 333, 426
m 5, 69, 194, 410
m 13, 38, 150, 747
m 20, 21, 25, 34
m 9, 36, 118, 365
m 5, -3, -11, -19
m 4, 4, 8, 24
m 19, 84, 428, 2576
m 15, 78, 393, 1968
m 3960, 660, 132, 33
m 12, 44, 184, 928
m 5040, 840, 168, 42
m 20, 17, 13, 8
m 324, 361, 400, 441
m 2040, 408, 102, 34
m 20, 52, 148, 436
h 13, 54, 219, 880
h 19, 144, 360, 703
h 23, 50, 114, 239
h 15, 53, 167, 509
h 18, 32, 60, 116
h 18, 33, 95, 375
h 21, 29, 56, 120
h 19, 73, 289, 1153
h 9, 8, 14, 46
h 15, 42, 106, 231
h 15, 8, 19, 16
h 3, 19, 103, 627
h 11, 31, 121, 601
h 6, 7, 11, 14
h 10, 18, 45, 109
h 6, 31, 162, 979
h 9, 10, 14, 30
h 14, 58, 292, 1754
h 18, 34, 99, 392
h 5, 25, 131, 793
h 12, 34, 133, 661
h 972, 324, 108, 36
h 13, 8, 11, 28
h 7, 28, 112, 448
h 1, 9, 50, 305
h 2, 8, 35, 179
h 29, 38, 54, 79
h 18, 19, 27, 54
h 14, 8, 20, 24
h 10, 6, 8, 20
h 12, 9, 15, 18
h 19, 31, 86, 337
h 20, 28, 55, 119
h 17, 26, 70, 272
h 16, 10, 21, 30
h 12, 21, 38, 71
h 16, 112, 896, 8064
h 2, 8, 29, 122
h 9, 7, 14, 21
h 9, 16, 45, 176
h 10, 25, 56, 119
h 9, 24, 92, 455
h 6, 9, 9, 27
h 289, 324, 361, 400
h 9, 4, 15, 8
h 18, 44, 166, 820
h 3360, 420, 60, 10
h 49, 53, 57, 61
h 6, 8, 22, 100
h 12, 15, 36, 135
h 27, 64, 125, 216
h 10, 34, 164, 978
h 16, 17, 21, 30
h 20, 18, 34, 100
h 10, 17, 47, 183
h 3, 18, 82, 421
h 17, 53, 161, 485
h 2, 10, 52, 314
h 6, 33, 175, 1061
h 6, 16, 53, 218
h 6, 2, -4, -26
h 17, 94, 479, 2404
h 26, 27, 35, 62
h 6, 10, 25, 81
h 3, 21, 115, 701
h 12, 39, 159, 798
h 15, 42, 165, 822
h 1, 11, 43, 183
h 12, 39, 103, 228
h 125, 216, 343, 512
h 27, 43, 68, 104
h 20, 70, 340, 2030
h 9, 17, 49, 193
h 18, 26, 53, 117
h 2, 15, 70, 361
h 11, 3, -2, -14
h 8, 15, 44, 175
h 1, 9, 35, 149
h 8, 19, 71, 350
h 16, 30, 87, 344
h 15, 9, 17, 27
h 10, 135, 351, 694
h 12, 9, 16, 18
h 225, 256, 289, 324
h 980, 916, 852, 788
h 17, 5, 19, 15
h 18, 69, 342, 2049
h 18, 16, 13, 9
h 330, 289, 248, 207
h 2, 6, 21, 88
h 14, 139, 355, 698
h 23, 31, 58, 122
h 5, 7, 17, 55
h 25, 36, 49, 64
h 10, 40, 200, 1200
h 18, 52, 205, 1021
h 14, 43, 173, 866
h 18, 12, 18, 48
h 73728, 9216, 1152, 144
h 18, 30, 84, 330
h 1078, 1038, 998, 958
h 16, 9, 20, 18
h 12, 6, 16, 18
h 10, 29, 114, 567
h 16, 46, 181, 901
h 18, 143, 359, 702
h 4, 28, 196, 1372
h 10, 19, 55, 217
